Id,Sales
1,4129.38574219
857,4232.20117188
1713,4819.46240234
2569,5581.0625
3425,7655.29199219
4281,4286.17089844
5137,3518.34765625
5993,3377.54443359
6849,3556.75048828
7705,3731.18310547
8561,4187.22607422
9417,7289.26171875
10273,4525.69140625
11129,4513.52929688
11985,4438.59423828
12841,5334.96923828
13697,5228.76855469
14553,4882.20458984
15409,6784.49267578
16265,4517.70751953
17121,3517.64941406
17977,3482.07617188
18833,3437.98266602
19689,3404.15966797
20545,4075.4375
21401,7010.72509766
22257,3624.44433594
23113,4208.42480469
23969,4527.46582031
24825,4572.27197266
25681,5334.36328125
26537,5490.54931641
27393,7049.953125
28249,4212.07177734
29105,3949.89819336
29961,3631.35546875
30817,3411.23974609
31673,3562.55029297
32529,3998.20898438
33385,6688.74169922
34241,4202.10693359
35097,4528.49365234
35953,4699.53222656
36809,4802.25390625
37665,5433.09179688
38521,5350.47167969
39377,8354.03515625
40233,4933.79541016
2,6675.53564453
858,7477.75585938
1714,8661.41308594
2570,8987.84570312
3426,3320.42285156
4282,3871.45654297
5138,5566.37841797
5994,5362.8671875
6850,5751.32910156
7706,5944.94042969
8562,5024.87597656
9418,2898.09985352
10274,4021.56860352
11130,7296.07128906
11986,7280.22900391
12842,8851.09472656
13698,9272.29785156
14554,10422.6445312
15410,3322.53320312
16266,4466.13623047
17122,6545.60058594
17978,5814.67480469
18834,5852.84667969
19690,4716.04882812
20546,4563.80126953
21402,3781.71508789
22258,4152.31152344
23114,6768.56005859
23970,7126.21240234
24826,8133.86816406
25682,9328.875
26538,9620.40234375
27394,3170.04125977
28250,4015.6574707
29106,5721.37744141
29962,5746.70605469
30818,5645.37597656
31674,6388.81542969
32530,5591.79980469
33386,2833.8984375
34242,3916.24462891
35098,7190.20703125
35954,7184.03027344
36810,8090.51611328
37666,8894.21191406
38522,9658.38183594
39378,3756.82641602
40234,3687.12841797
3,7566.05029297
859,8124.734375
1715,9248.18652344
2571,10899.5849609
3427,2888.13891602
4283,4525.72998047
