Id,Sales
1,4837.54492188
857,4837.54492188
1713,4837.54492188
2569,4837.54492188
3425,3468.55322266
4281,3468.55322266
5137,3468.55322266
5993,3468.55322266
6849,3468.55322266
7705,3468.55322266
8561,3468.55322266
9417,3468.55322266
10273,3468.55322266
11129,4729.74853516
11985,4729.74853516
12841,4729.74853516
13697,4729.74853516
14553,4635.17382812
15409,3950.38818359
16265,3950.38818359
17121,3950.38818359
17977,3950.38818359
18833,3950.38818359
19689,3950.38818359
20545,3950.38818359
21401,3950.38818359
22257,3950.38818359
23113,4635.17382812
23969,4635.17382812
24825,4635.17382812
25681,4635.17382812
26537,4635.17382812
27393,3950.38818359
28249,3950.38818359
29105,3950.38818359
29961,3950.38818359
30817,3950.38818359
31673,3950.38818359
32529,3950.38818359
33385,3950.38818359
34241,3950.38818359
35097,4635.17382812
35953,4635.17382812
36809,4635.17382812
37665,4635.17382812
38521,4635.17382812
39377,3950.38818359
40233,3950.38818359
2,8622.70605469
858,8622.70605469
1714,8622.70605469
2570,8622.70605469
3426,4757.40820312
4282,4757.40820312
5138,4757.40820312
5994,4757.40820312
6850,4757.40820312
7706,4757.40820312
8562,4757.40820312
9418,4757.40820312
10274,4757.40820312
11130,8622.70605469
11986,8622.70605469
12842,8622.70605469
13698,8622.70605469
14554,7149.43505859
15410,4410.60351562
16266,4410.60351562
17122,4410.60351562
17978,4410.60351562
18834,4410.60351562
19690,4410.60351562
20546,4410.60351562
21402,4410.60351562
22258,4410.60351562
23114,7149.43505859
23970,7149.43505859
24826,7149.43505859
25682,7149.43505859
26538,7149.43505859
27394,4410.60351562
28250,4410.60351562
29106,4410.60351562
29962,4410.60351562
30818,4410.60351562
31674,5694.96533203
32530,5694.96533203
33386,4410.60351562
34242,4410.60351562
35098,7840.27978516
35954,7840.27978516
36810,7840.27978516
37666,7840.27978516
38522,7840.27978516
39378,4410.60351562
40234,4410.60351562
3,10793.0234375
859,10793.0234375
1715,10793.0234375
2571,10793.0234375
3427,7549.81640625
4283,7549.81640625
5139,7549.81640625
5995,7549.81640625
6851,7549.81640625
7707,7549.81640625
8563,7549.81640625
9419,7549.81640625
10275,7549.81640625
11131,10793.0234375
11987,10793.0234375
12843,10793.0234375
13699,10793.0234375
14555,11083.2988281
15411,8352.95117188
16267,8352.95117188
17123,10965.6503906
17979,10965.6503906
18835,10965.6503906
19691,10965.6503906
20547,10965.6503906
21403,8352.95117188
22259,8352.95117188
23115,12490.7910156
23971,12490.7910156
24827,12490.7910156
25683,12490.7910156
26539,12490.7910156
27395,8352.95117188
28251,8352.95117188
29107,10965.6503906
29963,10965.6503906
30819,10965.6503906
31675,10965.6503906
32531,10965.6503906
33387,8352.95117188
34243,8352.95117188
35099,12490.7910156
35955,12490.7910156
36811,12490.7910156
37667,12490.7910156
38523,12490.7910156
39379,8352.95117188
40235,8352.95117188
4,8098.21337891
860,8098.21337891
1716,8098.21337891
2572,8098.21337891
3428,5019.87011719
4284,5019.87011719
5140,5019.87011719
5996,5019.87011719
6852,5019.87011719
7708,5019.87011719
8564,5019.87011719
9420,5019.87011719
10276,5019.87011719
11132,8098.21337891
11988,8098.21337891
12844,8098.21337891
13700,8098.21337891
14556,7608.42089844
15412,4630.13183594
16268,4630.13183594
17124,5241.33251953
17980,5241.33251953
18836,5241.33251953
19692,5241.33251953
20548,5241.33251953
21404,4630.13183594
22260,4630.13183594
23116,7431.14257812
23972,7431.14257812
24828,7431.14257812
25684,7431.14257812
26540,7431.14257812
27396,4630.13183594
28252,4630.13183594
29108,5241.33251953
29964,5241.33251953
30820,5241.33251953
31676,5241.33251953
32532,5241.33251953
33388,4630.13183594
34244,4630.13183594
35100,7431.14257812
35956,7431.14257812
36812,7431.14257812
37668,7431.14257812
38524,7431.14257812
39380,4630.13183594
40236,4630.13183594
5,8337.8515625
861,8337.8515625
1717,8337.8515625
2573,8337.8515625
3429,6263.88085938
4285,6263.88085938
5141,6263.88085938
5997,6263.88085938
6853,6263.88085938
7709,6263.88085938
8565,6263.88085938
9421,6263.88085938
10277,6263.88085938
11133,8337.8515625
11989,8337.8515625
12845,8337.8515625
13701,8337.8515625
14557,8035.46826172
15413,6132.1640625
16269,6132.1640625
17125,6132.1640625
17981,6132.1640625
18837,6132.1640625
19693,6132.1640625
20549,6132.1640625
21405,6132.1640625
22261,6132.1640625
23117,8035.46826172
23973,8035.46826172
24829,8035.46826172
25685,8035.46826172
26541,8035.46826172
27397,6132.1640625
28253,6132.1640625
29109,6132.1640625
29965,6132.1640625
30821,6132.1640625
31677,6168.82421875
32533,6168.82421875
33389,6132.1640625
34245,6132.1640625
35101,8206.04101562
35957,8206.04101562
36813,8206.04101562
37669,8206.04101562
38525,8206.04101562
39381,6132.1640625
40237,6132.1640625
6,6707.37744141
862,6707.37744141
1718,6707.37744141
2574,6707.37744141
3430,5182.44677734
4286,5182.44677734
5142,5182.44677734
5998,5182.44677734
6854,5182.44677734
7710,5182.44677734
8566,5182.44677734
9422,5182.44677734
10278,5182.44677734
11134,6707.37744141
11990,6707.37744141
12846,6097.62402344
13702,6097.62402344
14558,6001.34423828
15414,5103.46728516
16270,5103.46728516
17126,5103.46728516
17982,5103.46728516
18838,5103.46728516
19694,5103.46728516
20550,5103.46728516
21406,5103.46728516
22262,5103.46728516
23118,6001.34423828
23974,6001.34423828
24830,6001.34423828
25686,6001.34423828
26542,6001.34423828
27398,5103.46728516
28254,5103.46728516
29110,5103.46728516
29966,5103.46728516
30822,5103.46728516
31678,5103.46728516
32534,5103.46728516
33390,5103.46728516
34246,5103.46728516
35102,6001.34423828
35958,6001.34423828
36814,6001.34423828
37670,6001.34423828
38526,6001.34423828
39382,5103.46728516
40238,5103.46728516
7,8362.17382812
863,8362.17382812
1719,8362.17382812
2575,8362.17382812
3431,6463.48925781
4287,6463.48925781
5143,6463.48925781
5999,6463.48925781
6855,6463.48925781
7711,6463.48925781
8567,6463.48925781
9423,6463.48925781
10279,6463.48925781
11135,8362.17382812
11991,8362.17382812
12847,8362.17382812
13703,8362.17382812
14559,8333.05761719
15415,7092.21337891
16271,7092.21337891
17127,6916.76757812
17983,6916.76757812
18839,6916.76757812
19695,6916.76757812
20551,6916.76757812
21407,7092.21337891
22263,7092.21337891
23119,8213.41015625
23975,8213.41015625
24831,8213.41015625
25687,8213.41015625
26543,8213.41015625
27399,7092.21337891
28255,7092.21337891
